CRN,A+,A,A-,B+,B,B-,C+,C,C-,D,F,WF,A-WF,DWF,W,Other,Total,Instruction Method
50349,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,23,23,H
50351,2,3,4,3,5,7,6,2,0,1,7,0,40,31.25,7,1,48,E
50355,2,1,7,2,4,0,3,0,0,0,1,0,20,9.52,1,0,21,E
50357,14,2,4,4,8,2,5,7,0,1,2,0,49,9.62,2,1,52,E
50359,0,19,0,0,3,0,0,0,0,0,0,0,22,0.00,0,0,22,E
50360,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,31,31,H
50361,0,17,0,0,6,0,1,2,0,2,5,0,33,25.71,2,0,35,E
50362,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,27,27,H
50366,15,1,0,0,0,0,0,0,0,0,0,0,16,0.00,0,0,16,E
50367,2,2,1,0,1,0,0,1,0,0,0,0,7,0.00,0,0,7,E
50369,7,16,2,4,7,3,0,2,0,2,1,0,44,10.87,2,0,46,E
50370,5,20,5,4,8,6,1,3,0,3,1,0,56,8.77,1,0,57,E
50371,1,2,2,5,3,1,0,2,1,0,8,0,25,34.62,1,0,26,E
50372,5,19,13,12,5,1,3,3,2,1,3,0,67,5.97,0,0,67,E
50373,1,11,8,8,5,6,4,1,1,1,3,0,49,9.62,1,2,52,E
50378,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,21,21,P
50379,0,11,0,15,8,0,1,0,0,0,0,0,35,0.00,0,0,35,H
50380,1,27,0,6,1,0,0,0,0,0,0,0,35,0.00,0,0,35,H
50383,0,5,6,3,6,5,8,3,3,1,3,0,43,16.33,4,2,49,E
50413,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,7,7,H
50424,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,6,6,H
50425,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,7,7,H
50451,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,13,13,H
50556,11,8,5,5,5,3,4,7,0,0,0,0,48,0.00,0,0,48,E
50589,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,24,24,H
50601,0,4,1,1,3,0,0,1,0,1,2,0,13,37.50,3,0,16,E
50831,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,6,6,H
50875,0,13,0,6,2,0,0,0,0,0,0,0,21,3.23,1,9,31,F
50876,0,3,0,3,0,0,0,0,0,0,0,0,6,0.00,0,0,6,E
50883,8,12,5,4,1,1,1,3,2,1,1,0,39,9.76,2,0,41,F
50885,3,17,8,3,6,6,0,1,0,0,0,0,44,2.22,1,0,45,H
50886,2,10,7,6,13,4,5,8,6,0,0,0,61,1.61,1,0,62,F
50887,33,18,3,1,1,3,1,0,0,0,0,0,60,0.00,0,0,60,F
50888,3,7,10,4,5,4,0,6,0,2,0,0,41,11.11,3,1,45,H
50902,1,12,8,1,2,0,2,1,2,3,2,0,34,19.44,2,0,36,F
50906,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,11,11,H
50944,5,18,8,2,9,1,0,7,0,0,5,0,55,26.39,14,3,72,E
50945,2,21,5,7,20,0,1,1,0,0,2,0,59,5.00,1,0,60,E
50947,1,2,2,2,3,4,2,1,0,3,2,0,22,21.21,2,9,33,E
50948,0,20,0,0,0,0,0,0,0,0,0,0,20,0.00,0,0,20,E
50949,0,15,0,0,0,0,0,0,0,0,0,0,15,0.00,0,0,15,T
50950,1,27,0,7,0,0,0,0,0,0,0,0,35,0.00,0,0,35,H
50951,0,4,1,4,7,0,1,1,1,0,3,0,22,28.13,6,4,32,F
50952,5,7,5,1,5,4,1,1,0,1,2,0,32,12.12,1,0,33,E
50954,0,4,5,7,8,3,2,2,4,2,0,0,37,5.41,0,0,37,T
50955,0,4,2,9,10,6,0,0,0,0,0,0,31,3.13,1,0,32,T
50999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,17,17,H
51001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,12,12,H
51024,0,4,9,12,5,0,0,0,0,0,1,0,31,6.06,1,1,33,F
51025,6,7,9,5,7,2,0,1,0,0,0,0,37,2.63,1,0,38,H
51027,9,6,1,1,0,1,0,0,0,0,2,0,20,14.29,1,0,21,P
51059,0,1,3,1,1,1,0,2,0,1,3,0,13,37.50,2,1,16,E
51062,4,5,4,8,5,3,4,8,0,1,3,0,45,19.30,7,5,57,E
51063,6,27,7,9,3,2,2,1,1,1,2,0,61,7.94,2,0,63,E
51064,0,9,0,6,2,0,1,2,0,0,0,0,20,9.09,2,0,22,E
51065,0,3,6,1,1,2,1,2,0,0,0,0,16,0.00,0,0,16,P
51070,0,6,4,5,2,4,2,2,1,0,1,0,27,6.90,1,1,29,H
51071,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,9,9,H
51083,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,44,44,H
51093,1,8,1,0,3,0,1,0,0,0,1,0,15,6.67,0,0,15,H
51095,1,8,6,5,10,3,5,1,0,6,0,0,45,19.23,4,3,52,F
51097,1,0,0,0,1,1,1,0,0,0,0,0,4,0.00,0,2,6,H
51099,3,2,0,0,1,0,1,0,0,0,0,0,7,0.00,0,0,7,E
51101,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,12,12,P
51133,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,8,8,H
51138,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,11,11,H
51139,8,26,5,14,6,0,3,2,0,1,0,0,65,1.54,0,0,65,F
51141,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,42,42,H
51254,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,6,6,H
51280,0,30,0,0,12,0,0,0,0,0,0,0,42,0.00,0,0,42,H
51293,2,9,3,1,0,0,0,0,0,0,0,0,15,5.56,1,2,18,E
51295,4,10,11,8,5,1,1,0,2,1,0,0,43,2.33,0,0,43,E
51298,6,9,2,2,1,0,0,0,0,0,0,0,20,7.41,2,5,27,H
51301,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,21,21,H
51303,0,17,3,5,3,1,1,0,0,1,0,0,31,3.23,0,0,31,E
51305,0,8,2,3,1,0,0,2,0,1,2,0,19,23.81,2,0,21,E
51315,0,8,0,0,0,0,0,0,0,0,0,0,8,0.00,0,0,8,T
51317,15,1,0,1,0,0,0,0,0,0,0,0,17,0.00,0,0,17,E
51319,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,10,10,H
51322,0,13,1,0,0,0,0,0,0,0,0,0,14,0.00,0,0,14,H
51334,1,1,3,0,1,0,2,1,0,0,4,0,13,30.77,0,0,13,H
51336,3,5,3,4,9,2,2,1,1,2,2,0,34,16.22,2,1,37,F
51337,0,6,6,6,8,9,2,3,0,0,1,0,41,14.89,6,0,47,H
51338,2,3,32,19,3,0,0,0,0,0,0,0,59,0.00,0,0,59,F
51339,3,6,4,5,15,1,0,1,0,0,0,0,35,2.70,1,1,37,H
51340,0,1,2,0,3,3,2,2,0,0,0,0,13,7.14,1,0,14,E
51342,0,5,3,1,6,3,3,4,1,4,0,0,30,18.75,2,0,32,E
51343,1,3,6,0,5,2,1,2,0,0,0,0,20,4.76,1,0,21,E
51344,0,22,0,0,6,0,0,1,0,0,0,0,29,0.00,0,1,30,E
51353,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,11,11,H
51354,0,20,0,4,1,0,0,0,0,0,0,0,25,0.00,0,0,25,H
51355,0,6,0,12,1,0,2,0,0,0,0,0,21,12.50,3,0,24,E
51356,1,3,0,5,0,0,0,0,0,0,0,0,9,18.18,2,0,11,E
51367,8,14,2,1,2,2,1,0,0,1,3,0,34,21.05,4,0,38,F
51368,0,22,0,0,0,0,0,0,0,0,0,0,22,0.00,0,0,22,E
51369,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,6,6,E
51370,24,4,0,0,0,0,0,0,0,0,0,0,28,3.45,1,0,29,E
51375,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,28,28,H
51378,0,5,0,0,4,0,0,0,0,0,0,0,9,0.00,0,0,9,T
51379,0,9,0,0,0,0,0,0,0,0,0,0,9,0.00,0,0,9,T
51382,3,1,2,0,0,0,0,0,0,0,0,0,6,14.29,1,0,7,E
51383,6,5,10,8,11,2,8,4,0,0,1,0,55,3.57,1,0,56,E
51385,2,4,5,1,1,1,0,0,0,0,5,0,19,27.27,1,2,22,H
51386,0,7,0,0,0,0,0,0,0,0,0,0,7,0.00,0,6,13,H
51396,0,15,0,0,8,0,0,0,0,0,0,0,23,0.00,0,0,23,H
51399,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,6,6,T
51402,0,6,0,0,0,0,0,0,0,0,0,0,6,0.00,0,0,6,H
51405,0,28,0,0,6,0,0,0,0,0,0,0,34,0.00,0,0,34,E
51413,9,22,9,9,10,11,2,1,0,0,5,0,78,16.09,9,0,87,F
51418,0,24,0,0,0,0,0,0,0,0,0,0,24,0.00,0,2,26,E
51419,1,10,5,10,9,3,7,3,2,1,4,0,55,15.25,4,0,59,F
51425,2,6,6,9,10,1,2,3,0,2,2,0,43,14.58,3,2,48,E
51431,4,13,6,7,5,2,0,1,2,0,0,0,40,4.55,2,2,44,F
51441,0,19,0,0,2,0,0,0,0,0,0,0,21,0.00,0,0,21,H
51447,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,10,10,H
51457,2,3,8,4,12,7,3,5,0,0,1,0,45,4.26,1,1,47,F
51458,0,30,0,0,0,0,0,0,0,0,0,0,30,0.00,0,0,30,E
51460,1,4,0,1,0,0,0,0,0,0,0,0,6,0.00,0,0,6,H
51463,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,10,10,H
51469,1,2,0,0,5,2,0,1,0,0,0,0,11,0.00,0,1,12,H
51470,0,9,0,0,14,0,0,1,0,0,0,0,24,7.69,2,0,26,E
51471,0,12,0,0,16,0,0,2,0,0,0,0,30,6.06,2,1,33,E
51472,0,25,0,0,31,0,0,5,0,1,3,0,65,8.96,2,0,67,E
51475,2,6,3,0,0,0,0,1,0,1,0,0,13,14.29,1,0,14,F
51478,3,3,3,6,5,4,4,8,0,2,5,0,43,21.74,3,0,46,E
51479,2,7,9,7,8,5,1,1,0,1,3,0,44,14.89,3,0,47,E
51480,0,3,2,2,1,0,3,1,1,0,3,0,16,18.75,0,0,16,H
51482,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,9,9,P
51483,17,6,0,0,0,0,0,0,0,0,0,0,23,0.00,0,0,23,E
51486,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,11,11,P
51487,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,10,10,P
51489,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,26,26,P
51490,2,1,0,0,3,2,3,1,0,1,2,0,15,23.53,1,1,17,E
51499,5,0,0,3,4,1,2,4,1,2,1,0,23,16.67,1,0,24,E
51500,1,1,2,1,4,1,3,2,2,3,2,0,22,29.17,2,0,24,E
51501,0,21,0,0,1,0,0,1,0,0,1,0,24,8.00,1,0,25,E
51503,0,4,0,7,1,0,0,0,0,0,0,0,12,0.00,0,0,12,E
51504,0,23,0,0,4,0,0,1,0,0,0,0,28,0.00,0,0,28,E
51507,3,2,4,4,4,5,3,6,0,1,1,0,33,6.06,0,0,33,E
51533,0,5,0,0,7,0,0,0,0,0,1,0,13,7.14,0,1,14,E
51539,14,4,0,2,1,1,1,0,0,0,0,0,23,0.00,0,0,23,E
51540,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,6,6,P
51543,1,4,5,4,2,6,3,8,2,0,5,0,40,22.22,5,0,45,E
51545,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,34,34,P
51564,3,21,1,0,3,0,0,0,0,0,0,0,28,0.00,0,0,28,E
51566,0,20,0,0,1,0,0,0,0,0,0,0,21,0.00,0,0,21,H
51573,0,0,7,1,4,0,0,0,0,0,1,0,13,14.29,1,0,14,T
51577,0,15,0,0,0,0,0,0,0,0,0,0,15,0.00,0,0,15,E
51579,0,21,0,0,3,0,0,0,0,0,0,0,24,0.00,0,0,24,E
51580,0,17,0,0,2,0,0,0,0,0,0,0,19,0.00,0,0,19,E
51581,0,5,0,0,1,0,0,1,0,1,1,0,9,22.22,0,0,9,E
51582,0,20,0,0,2,0,0,3,0,6,0,0,31,17.65,0,3,34,E
51583,5,7,1,0,0,0,0,0,0,0,0,0,13,12.50,2,1,16,E
51584,2,5,8,8,5,0,2,0,0,0,1,0,31,9.09,2,0,33,E
51586,15,31,24,15,21,11,4,5,6,7,3,0,142,8.97,3,0,145,E
51587,2,15,9,3,3,1,3,3,0,0,1,0,40,4.35,1,5,46,E
51588,1,1,0,0,2,0,0,2,0,1,1,0,8,20.00,0,2,10,P
51595,0,1,0,2,3,6,4,6,3,1,0,0,26,7.41,1,0,27,T
51596,0,2,0,2,2,0,0,0,0,0,0,0,6,0.00,0,0,6,T
51597,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,15,15,T
51598,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,12,12,T
51599,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,15,15,T
51600,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,15,15,T
51601,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,14,14,T
51602,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,2,12,14,T
51603,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,13,13,T
51606,4,6,4,0,2,0,0,0,0,1,0,0,17,5.56,0,1,18,H
51607,1,6,1,1,6,4,3,11,2,2,4,0,41,15.91,1,2,44,F
51610,1,5,2,5,5,2,0,0,0,0,0,0,20,0.00,0,0,20,E
51612,0,0,0,0,0,0,1,4,0,1,4,0,10,66.67,5,0,15,E
51614,1,9,7,7,9,3,2,3,3,4,2,0,50,17.86,4,2,56,E
51620,0,6,0,0,13,0,0,4,0,3,2,0,28,20.69,1,0,29,T
51621,0,3,2,0,2,2,1,2,2,0,0,0,14,0.00,0,0,14,H
51659,9,4,1,1,2,0,1,0,0,0,1,0,19,20.83,4,1,24,E
51660,11,6,0,1,0,0,1,1,0,1,2,0,23,16.67,1,0,24,E
51667,2,1,4,5,3,1,3,2,1,1,1,0,24,8.33,0,0,24,E
51688,12,13,11,4,0,1,1,1,0,1,2,0,46,10.42,2,0,48,E
51689,7,0,0,0,0,0,0,0,0,0,0,0,7,22.22,2,0,9,E
51690,1,9,3,7,8,0,5,3,0,8,11,0,55,37.93,3,0,58,F
51691,2,5,3,4,7,10,1,7,13,6,0,0,58,11.86,1,0,59,F
51719,0,29,0,0,8,0,0,0,0,0,0,0,37,0.00,0,0,37,T
51720,0,6,0,0,2,0,0,0,0,0,0,0,8,0.00,0,0,8,T
51722,6,20,18,4,7,7,0,0,0,2,2,0,66,10.81,4,4,74,E
51723,9,14,15,3,6,1,1,1,0,1,0,0,51,3.85,1,0,52,E
51725,0,3,6,1,2,1,2,1,0,0,2,0,18,11.11,0,0,18,E
51731,0,26,0,0,5,0,0,1,0,0,2,0,34,5.71,0,1,35,E
51743,3,8,1,3,0,0,0,0,0,0,0,0,15,0.00,0,0,15,E
51748,0,3,0,1,1,0,0,0,0,0,0,0,5,16.67,1,0,6,E
51751,0,1,1,2,3,0,0,0,1,0,1,0,9,18.18,1,1,11,P
51752,0,11,0,6,6,0,0,1,0,1,0,0,25,10.34,2,2,29,F
51754,1,6,7,5,6,7,4,7,2,6,5,0,56,28.79,8,2,66,E
51755,0,10,0,0,0,0,0,0,0,0,0,0,10,0.00,0,0,10,H
51756,0,0,4,1,5,3,2,4,0,2,3,0,24,20.83,0,0,24,T
51765,0,3,6,5,0,2,4,2,1,0,3,0,26,28.13,6,0,32,H
51766,0,2,0,3,4,0,0,0,0,0,2,0,11,18.18,0,0,11,E
51769,0,7,0,0,6,0,0,0,0,0,0,0,13,7.14,1,0,14,E
51772,0,12,0,0,6,0,0,1,0,0,0,0,19,5.00,1,0,20,E
51773,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,6,6,P
51784,0,1,2,4,0,3,0,0,0,1,0,0,11,9.09,0,0,11,H
51785,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,12,12,E
51796,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,16,16,H
51815,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,7,7,E
51816,0,7,7,8,0,3,0,0,0,0,1,0,26,3.85,0,0,26,H
51817,0,12,6,1,5,5,0,2,0,0,1,0,32,3.13,0,0,32,F
51819,0,40,0,0,43,0,0,3,0,0,4,0,90,8.33,4,2,96,E
51820,0,25,0,0,47,0,0,6,0,0,2,0,80,2.50,0,0,80,E
51821,0,10,0,0,13,0,0,3,0,2,0,0,28,7.14,0,0,28,E
51822,2,12,17,16,16,10,2,3,5,2,1,0,86,4.60,1,0,87,E
51841,1,3,2,6,10,5,4,1,0,0,1,0,33,2.94,0,1,34,T
51842,1,1,2,4,1,3,2,0,2,2,4,0,22,30.43,1,0,23,E
51843,10,12,6,6,5,0,2,4,1,1,3,0,50,9.43,1,2,53,F
51846,3,5,1,3,1,2,0,11,0,2,1,0,29,13.33,1,0,30,H
51847,0,5,4,3,0,3,0,0,1,1,1,0,18,11.11,0,0,18,P
51849,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,13,13,H
51850,5,2,0,0,0,0,0,1,0,0,0,0,8,11.11,1,0,9,E
51851,0,6,2,0,0,0,1,0,0,0,0,0,9,0.00,0,0,9,E
51853,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,23,23,P
51857,4,4,3,4,6,3,2,2,0,0,5,0,33,15.15,0,0,33,E
51879,13,1,0,0,0,0,0,0,0,0,0,0,14,0.00,0,0,14,E
51880,4,11,0,3,3,0,2,0,0,1,0,0,24,4.17,0,0,24,E
51881,8,5,0,0,0,0,0,0,0,0,0,0,13,0.00,0,0,13,E
51882,2,3,1,2,2,1,0,0,0,0,0,0,11,0.00,0,0,11,E
51883,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,13,13,H
51884,0,6,0,0,0,0,0,0,0,0,0,0,6,0.00,0,0,6,E
51885,1,17,6,7,14,3,2,1,1,1,1,0,54,6.78,2,3,59,F
51886,0,4,1,9,12,8,4,5,4,0,3,0,50,16.67,7,3,60,F
51888,2,4,1,2,4,2,0,4,1,4,3,0,27,33.33,3,0,30,E
51889,0,1,0,0,1,0,3,1,2,1,1,0,10,33.33,2,0,12,H
51890,0,4,7,0,1,0,1,1,1,0,1,0,16,21.05,3,0,19,E
51895,0,4,3,1,2,2,3,2,0,1,3,0,21,16.67,0,3,24,E
51900,3,5,0,0,0,0,0,0,0,0,0,0,8,0.00,0,0,8,H
51903,10,10,0,0,3,0,0,0,0,0,0,0,23,4.17,1,0,24,E
51906,0,12,0,0,8,0,0,3,0,0,1,0,24,4.17,0,0,24,T
