CRN,A+,A,A-,B+,B,B-,C+,C,C-,D,F,WF,A-WF,DWF,W,Other,Total,Instruction Method
80091,7,6,0,0,0,0,0,0,0,0,0,0,13,7.14,1,0,14,T
80094,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,8,8,T
80102,0,0,0,0,0,0,0,0,0,0,0,0,0,7.32,3,38,41,T
80103,0,0,2,1,3,1,0,0,0,1,0,0,8,25.00,2,2,12,T
80104,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,52,52,T
80107,0,5,1,1,0,0,0,1,0,1,0,0,9,25.00,2,1,12,T
80108,0,2,3,0,1,0,0,1,0,0,1,0,8,30.00,2,0,10,T
80110,0,3,4,2,9,0,1,1,1,0,1,0,22,12.50,2,0,24,T
80111,1,1,3,1,1,1,0,1,0,0,1,0,10,16.67,1,1,12,T
80112,2,3,2,1,0,0,2,1,3,4,2,0,20,46.15,6,0,26,T
80113,1,3,2,5,0,2,3,3,1,0,0,0,20,16.67,4,0,24,T
80114,3,2,3,1,3,3,1,3,1,0,2,0,22,16.67,2,0,24,T
80115,0,3,2,4,5,1,1,3,1,0,0,0,20,9.09,2,0,22,T
80116,0,1,3,0,2,0,1,3,1,1,0,0,12,14.29,1,1,14,T
80117,0,2,1,2,1,2,1,1,0,0,0,0,10,16.67,2,0,12,T
80121,0,3,4,0,17,2,7,4,3,0,2,0,42,16.67,6,0,48,T
80122,0,3,2,1,5,1,6,7,0,0,0,0,25,13.33,4,1,30,T
80123,0,1,1,0,0,1,0,3,1,0,0,0,7,0.00,0,1,8,T
80124,0,2,3,2,4,2,3,3,0,1,0,0,20,17.39,3,0,23,T
80125,1,1,0,0,4,4,2,2,1,0,5,0,20,37.50,4,0,24,T
80126,0,3,3,1,0,0,1,5,0,0,2,0,15,23.53,2,0,17,T
80127,0,2,2,2,2,1,2,6,4,0,1,0,22,12.50,2,0,24,T
80128,1,3,0,5,4,2,1,4,2,0,6,0,28,35.29,6,0,34,T
80129,2,3,1,4,5,10,11,9,1,1,1,0,48,4.17,0,0,48,T
80130,5,5,3,3,3,5,8,0,1,1,4,0,38,15.22,2,6,46,T
80131,0,6,1,1,10,9,6,6,1,0,2,0,42,14.29,5,2,49,T
80132,10,14,21,19,28,26,16,23,9,4,25,0,195,19.71,12,1,208,T
80133,5,17,7,1,5,2,1,4,0,0,0,0,42,2.33,1,0,43,T
80135,8,12,7,7,7,0,4,3,0,1,1,0,50,7.69,2,0,52,T
80138,5,16,5,14,14,20,20,19,17,8,1,0,139,9.66,5,1,145,T
80144,4,4,0,0,0,0,0,0,0,0,1,0,9,11.11,0,0,9,T
80145,0,15,2,2,0,0,0,0,0,0,0,0,19,4.76,1,1,21,T
80149,11,11,12,4,4,0,0,0,0,0,0,0,42,0.00,0,0,42,T
80156,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,6,6,T
80157,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,7,7,T
80166,0,4,3,1,3,2,0,4,1,0,3,0,21,24.00,3,1,25,T
80167,0,10,1,0,0,0,0,0,0,0,0,0,11,0.00,0,0,11,T
80169,0,1,3,4,9,4,2,4,4,3,0,0,34,11.43,1,0,35,T
80173,1,9,0,10,14,0,4,6,0,4,8,0,56,24.14,2,0,58,T
80174,9,19,5,7,11,4,1,1,0,0,3,0,60,5.00,0,0,60,T
80175,3,3,0,3,6,0,7,4,0,0,2,0,28,13.33,2,0,30,T
80176,0,8,1,0,12,0,4,3,0,3,2,0,33,20.00,2,0,35,T
80177,0,1,1,4,6,7,6,7,0,3,6,0,41,26.67,3,1,45,T
80178,0,4,2,6,16,9,3,5,0,0,3,0,48,8.00,1,1,50,T
80182,0,4,0,0,1,0,0,1,0,0,0,0,6,0.00,0,0,6,T
80201,0,5,0,1,1,0,0,0,0,0,0,0,7,0.00,0,0,7,T
80202,0,8,0,1,2,0,0,0,0,0,0,0,11,0.00,0,1,12,T
80205,1,5,4,8,3,2,0,1,0,0,1,0,25,4.00,0,0,25,T
80206,0,8,3,6,0,0,0,0,0,0,2,0,19,10.53,0,0,19,T
80207,0,4,3,5,4,3,1,2,0,0,0,0,22,4.35,1,0,23,T
80208,0,4,4,1,2,0,2,4,0,1,3,0,21,19.05,0,0,21,T
80209,0,0,4,3,9,5,0,1,0,0,2,0,24,8.33,0,0,24,T
80210,0,3,4,5,7,1,0,1,0,0,0,0,21,0.00,0,0,21,T
80211,0,5,3,4,2,1,2,0,0,0,0,0,17,0.00,0,0,17,T
80212,0,3,9,1,1,3,0,2,0,0,1,0,20,5.00,0,0,20,T
80213,0,2,4,4,3,1,2,6,0,0,1,0,23,8.33,1,0,24,T
80214,0,4,8,2,3,0,0,0,0,2,1,0,20,15.00,0,0,20,T
80215,0,3,4,3,2,2,0,1,0,0,1,0,16,21.05,3,0,19,T
80216,0,4,7,3,2,0,0,2,0,0,3,0,21,14.29,0,0,21,T
80217,0,5,5,5,1,2,0,1,0,0,1,0,20,13.64,2,0,22,T
80218,0,4,6,2,2,1,0,4,0,0,0,0,19,9.52,2,0,21,T
80219,1,5,2,2,6,0,0,2,2,0,1,0,21,4.76,0,0,21,T
80220,0,8,6,3,3,0,0,1,0,2,1,0,24,12.50,0,0,24,T
80221,0,13,4,2,1,0,0,0,0,1,2,0,23,12.50,0,1,24,T
80222,7,4,1,2,4,0,0,1,0,1,2,0,22,17.39,1,0,23,T
80223,9,3,1,3,1,1,0,1,0,0,2,0,21,13.04,1,1,23,T
80224,20,0,0,0,0,0,0,0,0,1,0,0,21,4.76,0,0,21,T
80225,5,8,4,4,1,1,0,0,0,0,2,0,25,8.00,0,0,25,T
80226,1,6,5,1,0,0,1,1,0,1,2,0,18,25.00,2,0,20,T
80227,4,7,7,0,4,1,0,0,0,0,2,0,25,8.00,0,0,25,T
80228,0,4,2,1,5,1,0,3,0,0,5,0,21,33.33,3,0,24,T
80229,3,5,5,2,3,2,0,1,0,0,2,0,23,16.00,2,0,25,T
80230,0,5,2,2,3,4,0,3,0,1,1,0,21,9.09,0,1,22,T
80231,7,3,4,1,2,1,0,0,0,0,2,0,20,10.00,0,0,20,T
80232,0,4,2,2,1,1,0,1,0,1,10,0,22,50.00,0,0,22,T
80233,0,12,8,2,3,0,0,0,0,0,0,0,25,0.00,0,0,25,T
80234,3,4,5,1,0,2,1,4,0,0,0,0,20,20.00,5,0,25,T
80235,0,4,4,2,3,4,0,2,0,0,4,0,23,20.83,1,0,24,T
80236,0,5,5,4,4,2,0,1,0,1,2,0,24,12.50,0,0,24,T
80237,0,2,5,3,6,3,2,1,0,2,1,0,25,12.00,0,0,25,T
80238,0,5,0,3,1,0,1,0,0,0,0,0,10,9.09,1,0,11,T
80239,4,10,1,2,2,1,0,1,0,1,2,0,24,12.50,0,0,24,T
80240,7,10,0,0,0,0,0,0,0,0,0,0,17,5.56,1,0,18,T
80241,0,0,6,2,1,0,2,0,0,0,0,0,11,0.00,0,1,12,T
80242,0,5,1,3,0,0,0,0,0,0,1,0,10,18.18,1,0,11,T
80243,0,1,2,7,0,1,0,0,0,0,0,0,11,0.00,0,1,12,T
80244,0,2,1,2,0,3,0,0,0,0,0,0,8,0.00,0,1,9,T
80246,1,9,3,10,7,1,0,1,0,0,0,0,32,2.94,1,1,34,T
80247,0,6,6,5,11,1,0,2,0,0,0,0,31,5.71,2,2,35,T
80248,0,24,3,0,0,0,0,0,0,0,0,0,27,12.50,4,1,32,T
80249,1,13,1,0,0,0,0,0,0,0,0,0,15,0.00,0,0,15,T
80250,2,3,6,1,12,3,2,2,0,1,0,0,32,8.82,2,0,34,T
80251,2,6,1,5,5,0,0,1,0,1,1,0,22,13.04,1,0,23,T
80252,3,9,2,3,1,1,0,0,0,0,1,0,20,5.00,0,0,20,T
80253,5,7,0,1,2,0,0,0,0,0,1,0,16,25.00,4,0,20,T
80254,5,4,4,1,1,1,0,0,0,0,1,0,17,15.79,2,0,19,T
80255,0,9,2,0,2,0,1,0,0,0,0,0,14,0.00,0,1,15,T
80258,4,3,0,2,2,0,0,0,0,1,1,0,13,21.43,1,0,14,T
80264,3,2,6,1,4,3,0,1,1,5,0,0,26,19.23,0,0,26,T
80265,0,2,5,1,0,0,2,2,1,1,3,0,17,31.82,3,2,22,T
80266,1,3,2,3,2,1,1,5,1,3,2,0,24,26.92,2,0,26,T
80267,4,2,6,7,1,0,3,3,1,1,0,0,28,6.67,1,1,30,T
80268,5,4,1,0,2,0,2,2,0,0,1,0,17,15.79,2,0,19,T
80269,0,1,5,2,5,5,3,2,0,2,3,0,28,23.33,2,0,30,T
80273,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,13,13,T
80275,5,4,7,1,5,3,2,4,3,1,2,0,37,12.82,2,0,39,T
80280,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,28,28,T
80284,1,4,5,3,9,2,0,1,0,1,0,0,26,10.71,2,0,28,T
80285,0,3,4,1,7,5,2,1,0,0,0,0,23,14.29,4,1,28,T
80286,0,1,7,5,5,6,2,0,0,0,1,0,27,7.14,1,0,28,T
80287,1,1,3,4,4,5,3,3,0,0,1,0,25,11.11,2,0,27,T
80288,3,3,4,2,3,2,1,3,1,2,0,0,24,8.33,0,0,24,T
80289,0,2,3,1,2,0,0,0,0,0,0,0,8,25.00,3,1,12,T
80290,0,7,5,0,4,1,0,0,0,0,0,0,17,5.56,1,0,18,T
80291,0,3,1,2,5,6,1,3,0,2,2,0,25,18.52,1,1,27,T
80292,0,4,4,4,6,5,1,1,2,0,0,0,27,0.00,0,0,27,T
80293,1,2,10,10,7,4,4,3,0,2,2,0,45,21.15,7,0,52,T
80302,0,4,2,2,3,1,0,0,1,1,2,0,16,26.32,2,1,19,T
80303,0,2,4,2,2,1,0,1,2,0,1,0,15,21.05,3,1,19,T
80304,3,4,5,5,2,0,1,2,0,0,2,0,24,20.69,4,1,29,T
80306,0,1,0,1,6,0,1,0,0,0,0,0,9,10.00,1,0,10,T
80308,19,0,0,0,2,0,0,0,0,0,2,0,23,8.70,0,0,23,T
80309,0,4,10,9,0,0,0,0,0,0,0,0,23,0.00,0,0,23,T
80310,7,1,0,1,0,4,4,0,0,1,1,0,19,10.53,0,0,19,T
80311,1,3,10,4,6,3,2,6,3,1,3,0,42,15.56,3,0,45,T
80312,2,6,5,4,6,4,5,5,0,4,1,0,42,15.91,2,0,44,T
80313,1,6,6,5,2,0,0,0,0,0,0,0,20,0.00,0,0,20,T
80314,3,7,3,3,5,2,3,6,4,4,2,0,42,18.18,2,0,44,T
80315,5,9,4,3,5,1,2,4,2,3,3,0,41,22.22,4,0,45,T
80316,1,4,1,1,2,6,1,3,0,1,0,0,20,20.83,4,0,24,T
80317,7,6,3,0,1,1,1,1,0,0,1,0,21,4.76,0,0,21,T
80318,1,3,6,8,8,3,5,1,1,3,4,0,43,20.00,2,0,45,T
80319,1,3,3,1,7,4,1,1,0,0,0,0,21,8.70,2,0,23,T
80320,5,19,4,4,2,2,0,4,0,0,2,0,42,10.87,3,1,46,T
80321,0,1,3,4,3,3,1,1,0,0,3,0,19,23.81,2,0,21,T
80322,1,12,4,4,7,1,0,2,1,0,0,0,32,3.03,1,0,33,T
80323,1,2,1,6,4,7,1,3,2,0,0,0,27,6.67,2,1,30,T
80324,0,11,0,0,8,0,0,2,0,0,0,0,21,8.70,2,0,23,T
80325,0,4,1,4,15,3,4,3,1,3,3,0,41,20.45,3,0,44,T
80326,0,6,2,0,6,2,0,3,0,1,1,0,21,9.52,0,0,21,T
80328,0,2,4,3,5,1,2,1,0,3,2,0,23,33.33,4,0,27,T
80329,0,7,1,1,7,0,2,1,1,0,6,0,26,28.57,2,0,28,T
80330,3,1,2,5,1,3,2,0,1,0,0,0,18,0.00,0,0,18,T
80331,0,5,2,1,7,2,1,0,1,2,1,0,22,20.83,2,0,24,T
80333,0,4,4,3,7,0,0,3,0,0,0,0,21,4.55,1,0,22,T
80334,0,8,1,1,6,0,1,3,0,1,1,0,22,12.50,1,1,24,T
80335,2,2,3,5,7,1,1,1,1,0,2,0,25,8.00,0,0,25,T
80336,0,6,1,6,3,5,3,0,1,1,0,0,26,7.41,1,0,27,T
80337,2,2,4,5,3,1,0,0,0,0,0,0,17,15.00,3,0,20,T
80338,1,0,1,2,2,1,2,1,7,1,0,0,18,15.00,2,0,20,T
80339,1,6,10,7,5,2,4,5,2,1,1,0,44,4.44,0,1,45,T
80340,0,6,4,3,6,1,2,11,1,0,3,0,37,17.07,4,0,41,T
80341,3,4,4,5,7,3,3,0,7,5,2,0,43,18.18,1,0,44,T
80342,1,10,4,2,4,4,1,1,0,2,0,0,29,17.65,4,1,34,T
80343,0,2,1,1,0,0,1,0,0,0,1,1,7,50.00,3,0,10,T
80348,4,2,5,3,4,0,1,1,0,0,0,0,20,4.55,1,1,22,T
80349,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,25,25,T
80351,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,12,12,T
80354,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,38,38,T
80355,2,10,5,4,2,1,0,2,0,0,0,0,26,3.70,1,0,27,T
80361,3,6,8,10,14,7,12,15,0,7,11,0,93,23.23,5,1,99,T
80362,1,11,0,5,2,0,0,2,0,1,0,0,22,12.50,2,0,24,T
80363,0,6,0,3,9,0,2,1,0,1,1,0,23,12.50,1,0,24,T
80364,0,4,0,3,4,0,3,4,0,1,2,0,21,18.18,1,0,22,T
80365,0,5,1,2,3,5,0,0,4,2,0,0,22,12.50,1,1,24,T
80366,3,24,8,2,5,2,0,0,0,0,1,0,45,6.38,2,0,47,T
80368,0,5,6,11,9,6,4,2,0,2,1,0,46,12.24,3,0,49,T
80369,2,9,7,1,1,1,0,2,0,0,1,0,24,4.17,0,0,24,T
80371,5,6,8,7,6,1,0,0,0,0,1,0,34,2.94,0,0,34,T
80373,1,3,9,2,0,1,0,0,0,0,0,0,16,0.00,0,0,16,T
80375,3,5,4,3,6,1,0,2,0,0,1,0,25,7.69,1,0,26,T
80377,3,3,9,5,7,0,0,0,0,0,0,0,27,0.00,0,3,30,T
80379,1,0,5,1,6,1,2,4,1,3,2,0,26,24.14,2,1,29,T
80393,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,65,65,T
80394,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,31,31,T
80395,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,10,10,T
80396,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,11,11,T
80397,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,35,35,T
80398,1,1,2,1,2,0,1,5,0,4,3,0,20,38.10,1,0,21,T
80399,0,2,2,2,5,2,2,4,0,1,1,0,21,20.83,3,0,24,T
80400,11,7,4,3,5,0,1,3,0,2,6,0,42,22.73,2,0,44,T
80401,3,3,4,2,4,2,4,4,0,2,5,0,33,35.00,7,0,40,T
80402,3,1,2,3,3,6,6,7,0,8,11,0,50,45.76,8,1,59,E
80404,5,3,2,3,1,2,1,9,0,4,7,0,37,35.00,3,0,40,T
80408,11,3,3,1,1,3,2,3,0,1,3,0,31,18.18,2,0,33,T
80409,3,3,5,3,5,1,1,4,0,3,4,0,32,28.57,3,0,35,T
80410,10,3,2,2,4,2,1,3,0,4,1,0,32,15.63,0,0,32,T
80411,15,12,4,3,10,1,2,0,0,0,0,0,47,2.08,1,0,48,T
80413,5,2,0,1,5,0,3,7,0,3,4,0,30,36.11,6,0,36,T
80414,1,0,0,0,1,0,1,2,0,2,2,0,9,50.00,1,0,10,T
80415,4,2,0,1,1,2,1,8,0,5,6,0,30,38.71,1,0,31,T
80416,2,0,0,0,1,3,0,2,0,4,6,0,18,61.90,3,0,21,T
80417,0,0,2,1,1,0,0,2,0,0,0,0,6,0.00,0,0,6,T
80418,1,0,4,5,4,2,2,1,0,0,2,0,21,13.64,1,0,22,T
80419,4,6,0,6,3,0,1,3,0,1,1,0,25,14.81,2,0,27,T
80432,0,13,17,16,20,15,11,9,0,0,1,0,102,9.01,9,0,111,T
80433,2,7,8,5,3,3,0,0,0,0,1,0,29,9.68,2,0,31,T
80437,0,1,0,0,0,0,0,1,0,0,0,0,2,75.00,6,0,8,T
80438,7,8,7,5,7,4,3,2,0,7,4,0,54,23.21,2,0,56,T
80439,2,1,2,1,0,0,3,0,0,0,0,0,9,10.00,1,0,10,T
80440,0,1,1,2,1,0,0,2,0,0,0,0,7,11.11,1,1,9,T
80441,2,4,1,0,0,0,0,0,0,0,0,0,7,0.00,0,0,7,T
80442,4,1,6,3,7,0,0,0,0,1,0,0,22,8.70,1,0,23,T
80444,7,12,0,1,2,0,0,0,0,0,1,0,23,12.00,2,0,25,T
80446,16,9,3,2,0,0,0,0,0,0,0,0,30,0.00,0,0,30,T
80447,1,3,4,4,3,0,0,0,0,0,0,0,15,0.00,0,0,15,T
80448,0,17,0,0,9,0,0,0,0,0,0,0,26,3.70,1,0,27,T
80449,3,2,3,3,1,2,1,1,0,4,0,0,20,19.05,0,1,21,T
80450,3,4,3,0,5,1,3,5,0,2,0,0,26,13.79,2,1,29,T
80451,3,3,2,0,1,1,0,0,0,0,0,0,10,0.00,0,1,11,T
80452,0,0,9,1,0,0,1,0,0,0,0,0,11,0.00,0,1,12,T
80453,3,3,1,1,0,0,0,0,0,0,2,0,10,27.27,1,0,11,T
80454,1,4,2,1,0,1,0,1,0,0,0,0,10,0.00,0,0,10,T
80455,1,2,1,0,1,0,1,2,0,1,0,0,9,11.11,0,0,9,T
80456,0,1,1,1,0,1,0,0,0,0,1,0,5,14.29,0,2,7,T
80457,0,10,4,8,1,0,0,0,0,0,1,0,24,4.17,0,0,24,T
80458,0,3,3,1,0,1,1,1,0,2,2,0,14,44.44,4,0,18,T
80459,4,3,3,3,6,2,3,5,0,0,0,0,29,3.33,1,0,30,T
80460,1,1,0,1,1,3,0,1,0,0,2,0,10,20.00,0,0,10,T
80461,0,1,4,3,1,1,0,0,0,0,0,0,10,16.67,2,0,12,T
80462,0,1,3,2,1,1,0,2,0,0,0,0,10,0.00,0,0,10,T
80463,0,0,1,1,2,2,1,0,0,0,0,0,7,0.00,0,1,8,T
80466,0,9,0,0,1,0,0,0,0,0,0,0,10,0.00,0,0,10,T
80467,0,15,0,0,0,0,0,1,0,0,0,0,16,0.00,0,0,16,T
80468,0,8,0,0,0,0,0,0,0,0,0,0,8,0.00,0,0,8,T
80469,0,7,0,0,0,0,0,0,0,0,0,0,7,0.00,0,0,7,T
80473,3,1,2,2,1,1,4,1,0,2,0,1,18,15.79,0,1,19,T
80477,3,2,1,4,1,1,1,1,0,0,0,0,14,0.00,0,0,14,T
80478,1,3,4,4,1,0,0,0,1,0,0,0,14,0.00,0,0,14,T
80481,0,2,7,2,2,3,2,3,0,0,2,0,23,21.43,4,1,28,T
80488,1,1,5,1,0,1,0,0,0,0,0,0,9,0.00,0,0,9,T
80492,0,8,0,0,0,0,0,0,0,0,0,0,8,11.11,1,0,9,T
80506,0,7,0,12,12,0,6,1,0,0,0,0,38,2.56,1,0,39,T
80507,1,65,0,5,0,0,0,0,0,0,0,0,71,0.00,0,0,71,T
80508,1,10,0,8,14,0,3,0,0,0,0,0,36,0.00,0,1,37,T
80510,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,42,42,T
80512,0,9,0,5,0,0,0,0,0,0,0,0,14,6.67,1,0,15,T
80513,33,10,0,0,1,0,0,0,0,0,0,0,44,0.00,0,0,44,T
80517,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,13,13,T
80519,6,13,0,2,4,0,0,0,0,0,0,0,25,0.00,0,1,26,T
80520,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,7,7,T
80521,2,6,9,2,1,2,0,0,0,0,0,0,22,0.00,0,0,22,F
80524,3,4,5,4,2,0,1,1,0,0,0,0,20,4.76,1,0,21,T
80525,0,7,2,3,10,5,1,2,2,0,2,0,34,5.88,0,0,34,T
80526,0,2,8,1,2,6,7,2,4,0,1,0,33,8.33,2,1,36,T
80527,1,5,9,1,2,0,1,0,0,0,0,0,19,0.00,0,0,19,T
80529,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,51,51,T
80533,0,0,3,1,3,6,3,2,1,2,0,0,21,16.67,2,1,24,T
80534,1,1,0,0,6,3,2,1,3,1,1,0,19,13.04,1,3,23,T
80535,0,3,2,2,0,1,1,2,0,1,0,0,12,8.33,0,0,12,T
80536,1,0,3,1,4,1,0,5,2,0,2,0,19,15.00,1,0,20,T
80537,2,6,2,3,1,3,2,0,0,1,0,0,20,20.83,4,0,24,T
80538,0,1,3,2,2,0,1,1,1,1,0,0,12,8.33,0,0,12,T
80539,1,4,4,2,4,3,1,2,1,0,1,0,23,8.33,1,0,24,T
80540,1,3,1,1,3,3,1,1,1,2,1,0,18,34.78,5,0,23,T
80541,1,3,1,2,2,0,0,0,1,0,1,0,11,16.67,1,0,12,T
80542,1,0,1,2,6,2,4,2,1,2,2,0,23,20.00,1,1,25,T
80543,1,2,1,4,2,4,3,4,1,0,0,0,22,4.17,1,1,24,T
80544,0,0,2,3,0,1,1,2,0,1,2,0,12,25.00,0,0,12,T
80545,0,5,0,0,4,0,1,4,1,0,0,0,15,0.00,0,0,15,T
80546,0,4,0,2,7,0,1,5,1,0,0,0,20,9.09,2,0,22,T
80558,3,4,4,2,8,4,3,4,3,5,3,0,43,25.53,4,0,47,T
80559,5,9,10,1,7,6,2,3,2,1,1,0,47,11.54,4,1,52,T
80560,7,13,6,5,5,3,3,4,0,6,6,0,58,23.33,2,0,60,T
80561,0,10,0,0,18,0,0,6,0,1,4,0,39,20.93,4,0,43,T
80563,1,5,0,0,0,0,0,1,0,0,0,0,7,0.00,0,1,8,T
80566,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,8,8,T
80568,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,21,21,T
80569,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,28,28,T
80570,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,39,39,T
80572,7,6,6,3,9,3,1,4,1,3,2,0,45,18.87,5,3,53,T
80573,8,14,14,6,12,6,2,6,0,2,1,0,71,9.33,4,0,75,T
80574,4,5,5,5,7,7,4,4,3,3,1,0,48,8.33,0,0,48,T
80575,0,8,8,6,5,9,5,2,4,0,1,0,48,2.08,0,0,48,T
80576,10,14,6,3,13,9,7,8,1,1,1,0,73,4.00,1,1,75,T
80577,16,11,9,5,0,1,0,0,0,1,1,0,44,11.76,4,3,51,T
80578,23,19,10,11,0,1,1,1,0,0,0,0,66,5.63,4,1,71,T
80579,2,9,5,6,14,11,5,9,7,5,0,0,73,8.00,1,1,75,T
80580,34,13,6,2,5,2,2,1,0,0,0,0,65,4.41,3,0,68,T
80581,5,2,10,2,9,6,4,6,1,0,1,0,46,2.17,0,0,46,T
80582,9,4,5,3,3,1,3,1,1,2,1,0,33,9.09,0,0,33,T
80584,8,8,10,4,3,4,1,6,0,0,3,0,47,8.33,1,0,48,T
80585,0,4,0,2,6,1,0,10,2,3,3,0,31,20.59,1,2,34,T
80586,3,10,3,4,5,3,2,1,0,0,2,0,33,6.06,0,0,33,T
80587,0,17,0,0,15,0,0,10,0,3,2,0,47,10.64,0,0,47,T
80588,0,9,5,3,6,4,7,5,4,4,0,0,47,8.33,0,1,48,T
80589,12,3,9,7,5,4,3,1,3,0,1,0,48,2.08,0,0,48,T
80590,0,6,6,7,10,2,3,2,2,4,4,0,46,20.83,2,0,48,T
80591,1,4,3,4,4,6,5,3,2,4,3,0,39,25.00,4,1,44,T
80592,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,28,28,T
80598,0,6,1,0,0,0,0,0,0,0,0,0,7,12.50,1,0,8,T
80599,10,5,0,1,0,0,0,0,0,0,0,0,16,0.00,0,0,16,T
80600,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,38,38,T
80601,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,1,10,11,T
80602,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,9,9,T
80603,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,7,7,T
80604,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,35,35,T
80606,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,10,10,T
80609,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,17,17,T
80610,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,21,21,T
80612,0,19,0,0,0,0,0,0,0,0,0,0,19,0.00,0,1,20,T
80613,0,2,0,0,26,0,0,7,0,4,0,0,39,16.67,3,0,42,T
