CRN,A+,A,A-,B+,B,B-,C+,C,C-,D,F,WF,A-WF,DWF,W,Other,Total,Instruction Method
80102,11,8,7,6,10,8,3,9,32,3,45,0,142,45.14,31,2,175,T
80103,0,1,4,0,2,0,7,1,0,0,1,0,16,16.67,2,0,18,T
80104,2,6,3,2,2,1,5,5,0,0,2,0,28,7.14,0,0,28,T
80107,9,23,2,7,10,11,13,29,6,17,16,0,143,34.48,27,4,174,T
80125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,7,7,T
80137,6,5,7,4,6,1,4,3,5,3,4,0,48,14.58,0,0,48,E
80140,1,4,2,3,5,1,0,5,0,0,0,0,21,4.55,1,0,22,T
80141,5,6,0,8,8,0,9,4,0,3,1,1,45,23.08,7,0,52,T
80142,4,9,0,7,8,0,3,2,0,2,2,0,37,19.51,4,0,41,T
80143,0,36,0,0,15,0,0,4,0,0,0,0,55,0.00,0,0,55,T
80162,3,10,3,1,5,0,1,1,0,0,2,0,26,7.69,0,0,26,E
80163,0,2,1,1,0,8,1,6,0,1,5,0,25,24.00,0,0,25,T
80164,0,6,3,1,4,0,1,2,0,0,3,0,20,22.73,2,0,22,E
80165,2,8,3,0,5,1,0,2,0,0,2,0,23,19.23,3,0,26,E
80166,7,2,1,1,1,2,1,2,0,1,7,0,25,32.00,0,0,25,T
80167,2,11,2,0,2,0,0,0,0,3,5,0,25,34.62,1,0,26,E
80168,2,9,5,0,2,0,1,5,0,0,3,0,27,11.11,0,0,27,E
80169,0,7,8,1,3,4,0,2,0,0,2,0,27,7.41,0,0,27,T
80170,0,11,1,2,1,0,0,3,2,0,7,0,27,25.93,0,0,27,E
80171,8,13,1,0,0,0,1,2,0,0,2,0,27,7.41,0,0,27,T
80172,2,6,4,2,2,2,0,0,0,0,7,0,25,29.63,1,1,27,T
80173,5,6,6,4,0,0,2,0,0,0,3,0,26,14.81,1,0,27,E
80174,4,7,6,1,3,1,1,0,0,0,2,0,25,11.11,1,1,27,T
80175,0,8,0,0,10,0,0,2,0,2,4,0,26,23.08,0,0,26,T
80176,0,5,0,0,5,0,0,1,0,0,11,0,22,51.85,3,2,27,E
80177,2,9,5,1,0,2,0,1,0,0,6,0,26,25.93,1,0,27,E
80178,2,8,2,2,1,0,0,4,0,0,6,0,25,24.00,0,0,25,T
80179,4,11,3,1,1,0,0,1,0,0,3,0,24,16.00,1,0,25,T
80180,0,7,11,1,0,0,0,0,0,0,2,0,21,15.38,2,3,26,T
80181,4,11,3,2,0,0,0,1,0,0,7,0,28,25.00,0,0,28,E
80182,0,3,7,5,0,4,0,4,0,0,0,0,23,8.00,2,0,25,E
80183,11,4,0,0,0,0,1,1,0,0,4,0,21,26.92,3,2,26,E
80184,0,11,7,2,2,2,0,0,0,0,1,0,25,11.11,2,0,27,E
80185,4,4,4,3,3,1,1,0,0,4,2,0,26,22.22,0,1,27,T
80186,0,9,13,1,0,2,0,0,0,0,2,0,27,7.41,0,0,27,E
80187,4,8,0,4,6,0,0,0,0,0,1,0,23,11.54,2,1,26,E
80188,0,16,0,0,2,0,1,0,0,0,7,0,26,29.63,1,0,27,T
80189,1,10,3,2,0,0,0,0,0,1,5,0,22,38.46,4,0,26,E
80190,0,12,3,2,2,2,0,0,0,4,0,0,25,14.81,0,2,27,T
80191,0,10,2,3,6,2,0,0,0,3,0,0,26,11.11,0,1,27,T
80192,0,10,5,2,4,0,0,1,0,0,3,0,25,12.00,0,0,25,T
80193,1,14,2,0,3,0,0,0,0,0,2,0,22,12.50,1,1,24,T
80194,4,19,0,0,1,0,0,0,0,0,3,0,27,11.11,0,0,27,T
80195,0,3,3,1,4,1,0,4,0,1,8,0,25,40.74,2,0,27,T
80196,4,5,3,2,3,0,3,2,1,1,1,0,25,8.00,0,0,25,E
80197,0,16,2,0,3,0,0,0,0,0,0,0,21,0.00,0,1,22,T
80204,0,15,3,0,2,1,0,2,0,2,1,0,26,20.69,3,0,29,T
80205,1,18,2,0,0,0,0,0,0,0,0,0,21,0.00,0,2,23,T
80206,0,6,2,2,0,1,0,0,0,1,0,0,12,15.38,1,0,13,T
80207,4,4,5,3,0,0,0,0,0,0,1,0,17,5.26,0,2,19,T
80215,0,0,3,2,2,0,0,2,1,2,0,0,12,21.43,1,1,14,T
80216,4,1,2,2,1,3,0,0,0,0,1,0,14,23.53,3,0,17,T
80218,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,14,14,T
80220,0,17,25,8,16,9,3,2,0,1,7,0,88,11.11,2,0,90,E
80238,11,22,6,2,5,0,1,0,1,1,2,0,51,7.69,1,0,52,E
80246,0,5,2,2,5,3,1,0,0,0,0,0,18,5.00,1,1,20,T
80247,1,3,2,4,7,0,2,1,0,0,0,0,20,0.00,0,0,20,T
80250,13,1,0,2,0,0,3,1,0,0,0,0,20,0.00,0,2,22,T
80251,16,0,1,0,0,2,0,0,2,1,0,0,22,4.00,0,3,25,T
80252,16,2,1,1,0,1,0,2,0,0,0,0,23,0.00,0,1,24,T
80253,8,32,17,8,17,3,3,4,1,2,2,0,97,5.10,1,0,98,E
80254,3,4,2,3,3,1,0,1,1,2,0,0,20,10.00,0,0,20,T
80255,3,7,6,2,7,2,2,3,1,6,5,0,44,25.00,0,0,44,T
80258,0,0,8,3,3,3,0,0,0,0,2,0,19,16.00,2,4,25,E
80259,0,3,12,15,26,14,3,2,3,0,11,0,89,16.49,5,3,97,E
80262,0,16,6,8,5,1,1,2,3,0,4,0,46,8.70,0,0,46,T
80266,1,7,4,4,1,1,0,1,0,2,3,0,24,20.00,0,1,25,E
80267,0,6,4,4,3,1,2,0,0,0,0,0,20,4.76,1,0,21,E
80268,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,1,10,11,T
80269,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,14,14,T
80272,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,29,29,T
80273,0,6,5,1,1,1,1,1,0,0,1,0,17,20.00,3,0,20,T
80275,3,13,8,11,9,2,2,2,1,5,2,0,58,17.46,4,1,63,T
80277,1,2,3,0,2,1,1,1,1,0,2,0,14,20.00,1,0,15,H
80278,3,9,6,3,4,3,0,2,0,0,1,0,31,11.76,3,0,34,E
80282,0,1,2,0,1,1,0,0,0,0,1,0,6,16.67,0,0,6,T
80297,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,66,66,T
80298,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,25,25,T
80299,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,11,11,T
80305,6,10,11,7,13,5,8,19,0,4,13,0,96,29.46,16,0,112,E
80306,6,1,0,1,0,1,1,8,0,1,5,0,24,33.33,3,0,27,T
80307,4,6,3,3,2,1,3,4,0,2,2,0,30,21.21,3,0,33,T
80308,5,4,1,3,4,1,1,5,0,4,3,0,31,25.00,1,0,32,T
80309,6,2,2,1,5,1,2,5,0,1,4,0,29,27.27,4,0,33,T
80310,13,5,2,2,2,3,0,0,0,2,2,0,31,15.63,1,0,32,T
80311,12,12,2,6,4,1,1,6,0,1,0,0,45,2.22,0,0,45,E
80312,2,3,0,1,1,0,0,0,0,2,1,0,10,36.36,1,0,11,T
80313,1,2,0,1,1,1,0,2,0,2,2,0,12,46.67,3,0,15,T
80314,3,3,5,2,0,0,0,2,0,4,2,0,21,28.57,0,0,21,T
80316,4,0,0,3,0,1,0,0,0,4,2,0,14,46.67,1,0,15,T
80317,2,1,0,0,1,2,0,6,0,0,4,0,16,36.84,3,0,19,T
80319,2,0,1,1,0,0,0,0,0,0,1,0,5,37.50,2,1,8,T
80321,4,2,0,0,0,0,0,0,0,0,0,0,6,0.00,0,0,6,T
80326,2,6,4,28,12,12,13,14,4,14,6,0,115,18.64,2,1,118,T
80329,0,8,0,2,0,2,0,0,0,0,0,0,12,0.00,0,0,12,H
80330,4,2,1,0,7,1,0,1,0,0,1,0,17,5.56,0,1,18,H
80332,2,0,2,0,1,0,0,0,0,0,0,0,5,16.67,1,0,6,T
80333,1,0,2,1,1,0,0,0,0,0,1,0,6,16.67,0,0,6,T
80334,1,4,1,0,6,1,0,0,0,0,0,0,13,13.33,2,0,15,T
80335,0,9,0,0,5,0,0,0,0,4,13,0,31,54.84,0,0,31,T
80336,4,1,3,1,1,1,0,0,0,0,0,0,11,26.67,4,0,15,T
80337,1,3,3,1,1,0,0,1,0,0,0,0,10,16.67,2,0,12,T
80338,4,1,1,2,0,0,0,0,0,0,2,0,10,20.00,0,0,10,T
80339,6,2,1,0,1,0,0,0,0,0,1,0,11,9.09,0,0,11,T
80340,0,2,3,2,1,0,1,1,0,0,0,0,10,16.67,2,0,12,T
80341,3,3,0,2,1,1,1,0,0,0,0,0,11,8.33,1,0,12,T
80342,1,2,2,4,3,1,0,0,0,0,0,0,13,0.00,0,0,13,T
80343,3,1,0,2,2,6,2,2,0,1,0,0,19,5.26,0,0,19,T
80344,2,5,1,1,0,1,0,0,0,0,0,0,10,0.00,0,0,10,T
80345,2,3,2,0,2,4,0,2,0,0,1,0,16,11.76,1,0,17,T
80346,1,1,1,1,1,0,2,0,0,0,0,0,7,0.00,0,0,7,T
80347,3,1,0,2,1,1,3,1,0,0,0,0,12,7.69,1,0,13,T
80348,2,5,3,0,0,1,0,0,0,0,0,0,11,15.38,2,0,13,T
80350,2,6,0,0,0,0,0,0,0,2,1,0,11,46.67,4,0,15,T
80352,1,5,4,1,0,0,0,0,0,1,0,0,12,15.38,1,0,13,T
80359,2,1,1,0,0,1,1,1,0,0,0,0,7,0.00,0,0,7,T
80361,7,4,3,1,0,1,0,0,0,3,0,0,19,15.79,0,0,19,E
80362,8,2,4,0,0,0,1,0,0,0,3,0,18,20.00,1,1,20,E
80363,9,5,3,0,4,5,0,2,0,1,0,0,29,3.45,0,0,29,H
80369,3,6,2,0,2,0,0,0,0,0,0,0,13,0.00,0,0,13,T
80382,0,3,0,14,12,0,4,0,0,2,1,0,36,10.53,1,1,38,T
80383,0,26,0,29,11,0,2,0,0,0,0,0,68,0.00,0,1,69,T
80384,0,3,0,11,16,0,7,1,0,0,1,0,39,5.00,1,0,40,T
80386,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,42,42,T
80387,5,5,0,0,0,0,0,0,0,0,0,0,10,0.00,0,1,11,F
80388,25,1,0,0,0,0,0,0,0,0,0,0,26,0.00,0,0,26,F
80393,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,6,6,T
80394,2,12,1,4,3,3,1,0,0,1,0,0,27,10.00,2,1,30,E
80396,1,7,2,5,3,2,1,1,0,0,2,0,24,12.00,1,0,25,T
80397,0,5,0,6,5,4,2,2,1,2,7,0,34,28.57,1,0,35,T
80398,4,14,1,2,0,1,0,0,0,0,0,0,22,0.00,0,0,22,T
80400,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,40,40,T
80402,1,7,3,1,2,6,1,0,0,1,0,0,22,12.50,2,0,24,T
80403,2,3,1,1,2,3,4,1,4,1,2,0,24,12.50,0,0,24,T
80404,1,1,1,1,2,1,3,0,0,0,0,0,10,9.09,1,0,11,T
80405,0,0,3,0,1,0,0,0,0,2,0,0,6,42.86,1,0,7,T
80406,0,2,4,0,1,3,0,2,0,0,0,0,12,14.29,2,0,14,T
80409,2,4,2,1,5,2,2,1,1,1,1,0,22,16.67,2,0,24,T
80410,1,1,0,1,1,0,1,0,1,0,0,0,6,50.00,6,0,12,T
80411,7,4,3,0,0,2,2,0,1,0,0,0,19,17.39,4,0,23,T
80412,2,5,2,0,2,1,3,6,0,0,1,0,22,8.70,1,0,23,T
80413,1,2,2,1,1,3,0,1,0,0,1,0,12,8.33,0,0,12,T
80415,9,2,2,2,2,1,1,0,0,0,2,0,21,9.52,0,0,21,T
80427,10,13,7,2,2,2,1,0,1,4,3,0,45,17.02,1,1,47,T
80428,11,7,5,4,1,0,2,1,1,2,4,0,38,17.50,1,1,40,T
80430,0,4,1,0,0,1,0,0,0,0,0,0,6,12.50,1,1,8,T
80433,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,7,7,T
80434,0,5,0,0,0,0,0,0,0,0,0,0,5,0.00,0,1,6,T
80435,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,27,27,T
80436,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,27,27,T
80437,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,47,47,T
80439,4,5,3,5,6,8,4,2,5,8,14,0,64,41.67,8,0,72,E
80440,33,5,2,5,1,2,0,1,0,2,5,0,56,16.95,3,0,59,T
80442,9,8,8,3,4,1,1,0,4,2,2,0,42,15.22,3,1,46,T
80443,9,14,3,3,9,6,2,4,1,7,7,0,65,32.00,10,0,75,T
80444,23,23,4,10,3,1,1,2,0,2,3,0,72,8.22,1,0,73,T
80446,23,11,2,7,3,3,2,2,1,1,0,0,55,5.26,2,0,57,T
80447,16,11,1,7,5,1,3,1,2,0,0,0,47,0.00,0,0,47,T
80449,3,6,7,5,7,1,1,1,2,0,4,0,37,13.16,1,0,38,T
80451,8,5,5,1,4,1,0,1,0,0,0,0,25,10.71,3,0,28,T
80452,1,7,9,3,11,7,3,1,1,1,2,0,46,8.51,1,0,47,T
80454,41,0,1,2,0,1,0,0,0,0,0,0,45,2.13,1,1,47,T
80455,2,4,6,4,4,1,3,3,2,2,0,0,31,12.12,2,0,33,T
80456,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,14,14,T
80461,0,13,0,0,0,0,0,0,0,0,0,0,13,7.14,1,0,14,T
80462,15,0,0,0,0,0,0,0,0,0,0,0,15,0.00,0,0,15,T
80463,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,30,30,T
80464,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,7,7,T
80465,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,15,15,T
80466,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,8,8,T
80467,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,35,35,T
80468,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,24,24,T
80469,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,12,12,T
80470,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,11,11,T
80473,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,32,32,T
80475,0,13,0,0,21,0,0,6,0,4,1,0,45,13.04,1,0,46,T
80476,0,1,0,0,12,0,0,3,0,0,0,0,16,0.00,0,0,16,T
80477,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,7,7,T
80479,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,12,12,T
80480,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,1,11,12,T
80481,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,11,11,T
80482,0,2,0,0,9,0,0,2,0,1,0,0,14,7.14,0,0,14,T
80483,0,1,0,0,10,0,0,2,0,2,1,0,16,18.75,0,0,16,T
80484,0,8,0,0,5,0,0,0,0,0,0,0,13,0.00,0,0,13,T
80485,0,6,0,0,6,0,0,0,0,0,0,0,12,0.00,0,1,13,T
80486,0,2,0,0,6,0,0,0,0,0,0,0,8,0.00,0,0,8,T
80489,0,5,0,0,5,0,0,0,0,0,0,0,10,0.00,0,0,10,T
80490,0,3,0,0,7,0,0,0,0,0,0,0,10,0.00,0,0,10,T
80492,0,3,0,0,3,0,0,0,0,0,0,0,6,0.00,0,0,6,T
80494,0,11,0,0,1,0,0,0,0,0,0,0,12,0.00,0,0,12,T
80495,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,10,10,E
80496,0,9,0,1,0,0,0,0,0,0,0,0,10,16.67,2,0,12,T
80497,0,5,4,1,1,0,0,0,0,0,0,0,11,8.33,1,0,12,T
80498,2,5,10,0,9,3,3,2,2,1,11,0,48,25.00,0,0,48,T
80499,6,10,6,4,3,1,1,3,2,1,2,0,39,16.28,4,0,43,E
80500,3,7,3,2,7,5,0,4,2,1,5,0,39,19.51,2,0,41,T
80501,8,10,3,3,2,1,0,1,0,0,0,0,28,0.00,0,0,28,T
80503,3,9,2,0,0,0,0,0,0,0,0,0,14,0.00,0,0,14,T
80506,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,9,9,T
80507,2,5,1,2,3,0,0,1,1,1,2,0,18,24.14,4,7,29,H
80511,1,4,9,1,3,1,0,3,2,0,3,0,27,16.67,2,1,30,H
80513,3,10,5,3,3,3,3,0,1,2,4,0,37,31.11,8,0,45,E
80514,1,5,4,3,7,1,0,4,0,0,2,0,27,16.67,3,0,30,H
80517,0,3,7,0,4,7,2,0,0,1,2,0,26,17.24,2,1,29,H
80518,1,0,5,1,3,2,2,2,0,1,1,0,18,32.00,6,1,25,T
80519,0,2,3,5,6,4,2,5,2,3,3,0,35,27.27,6,3,44,E
80520,2,7,5,2,5,0,1,0,1,1,0,0,24,10.34,2,3,29,E
80521,0,1,2,2,4,1,2,3,2,3,0,0,20,32.00,5,0,25,E
80524,2,14,8,6,5,1,0,2,0,0,2,1,41,13.64,3,0,44,E
80526,0,0,1,1,2,1,1,9,0,0,3,0,18,34.78,5,0,23,H
80528,0,2,0,0,0,0,1,1,0,0,0,0,4,28.57,2,1,7,T
80529,0,0,4,2,1,0,0,1,0,0,1,0,9,20.00,1,0,10,T
80532,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,13,13,T
80536,61,19,4,4,14,1,1,7,0,1,6,0,118,12.60,9,0,127,E
80538,12,5,0,1,0,0,0,0,0,0,0,0,18,0.00,0,0,18,T
80539,10,5,1,0,0,0,0,0,0,0,0,0,16,5.88,1,0,17,T
80543,21,13,0,0,0,0,0,0,0,0,0,0,34,0.00,0,0,34,T
80544,0,8,4,1,1,1,0,0,0,0,0,0,15,0.00,0,0,15,E
80547,0,2,4,4,0,0,0,0,0,0,0,0,10,9.09,1,0,11,T
80548,41,21,10,3,7,2,0,1,0,3,4,0,92,9.47,2,1,95,E
80554,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,9,9,T
80556,7,6,9,7,5,1,1,2,2,2,9,0,51,21.57,0,0,51,T
80558,0,3,2,5,2,4,2,4,3,3,9,0,37,39.53,5,1,43,T
80559,1,6,4,1,6,0,1,1,0,1,2,0,23,20.00,2,0,25,T
80560,3,2,4,2,4,4,4,4,4,12,5,0,48,39.22,3,0,51,T
80562,1,20,0,2,0,0,1,0,0,0,1,0,25,3.85,0,1,26,T
80563,0,12,0,0,3,0,0,0,0,0,0,0,15,6.25,1,0,16,H
80564,1,9,0,7,13,2,4,6,2,1,4,0,49,25.42,10,0,59,T
80565,0,3,2,2,1,1,0,3,0,0,0,0,12,0.00,0,1,13,T
80566,2,3,0,3,3,0,1,0,1,0,0,0,13,0.00,0,0,13,T
80567,10,5,7,4,4,0,1,1,0,0,0,0,32,3.03,1,0,33,T
80569,2,10,15,3,1,0,0,0,0,0,0,0,31,0.00,0,0,31,T
80571,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,13,13,T
80572,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,2,26,28,T
80573,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,29,29,T
80574,0,0,0,0,0,0,0,0,0,0,0,0,0,17.65,3,14,17,T
80577,1,3,1,3,0,0,0,1,0,0,0,0,9,8.33,1,2,12,H
80578,0,19,0,0,7,0,0,0,0,0,0,0,26,3.70,1,0,27,T
80579,1,9,0,3,0,0,0,0,0,1,2,0,16,18.75,0,0,16,H
80580,0,7,3,1,0,0,0,0,0,0,0,0,11,0.00,0,0,11,H
80581,0,15,0,0,0,0,0,0,0,0,0,0,15,6.25,1,0,16,T
80582,1,10,1,0,0,0,0,0,0,0,0,2,14,20.00,1,0,15,H
80583,0,9,0,0,0,0,0,0,0,0,0,0,9,0.00,0,12,21,H
80587,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,20,20,T
80588,0,15,3,2,0,1,0,0,0,1,0,0,22,4.55,0,0,22,T
80589,0,3,2,2,2,1,1,4,1,1,0,0,17,5.56,0,1,18,T
80590,0,3,2,0,4,7,5,5,1,3,3,0,33,22.86,2,0,35,H
80591,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,7,7,H
80594,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,49,49,H
80595,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,6,6,E
80596,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,19,19,H
80597,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,10,10,H
80598,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,9,9,T
80599,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,21,21,H
80600,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,65,65,H
80610,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,7,7,T
80620,0,3,2,2,7,6,3,3,1,2,3,0,32,34.09,10,2,44,E
80621,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41,1,70,71,H
80625,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,13,13,T
80626,24,0,0,0,0,0,0,0,0,0,0,0,24,0.00,0,0,24,T
80631,3,3,12,8,8,6,0,1,3,2,0,0,46,12.00,4,0,50,T
80637,5,8,8,3,3,1,0,0,0,0,0,0,28,0.00,0,0,28,F
80639,18,5,8,2,1,0,1,1,0,0,0,0,36,2.70,1,0,37,F
80641,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20,1,501,502,T
80642,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78,1,35,36,T
80643,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,12,12,T
80644,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,17,17,T
80646,0,9,9,0,4,2,1,0,1,1,0,0,27,10.34,2,0,29,T
80647,0,11,5,1,3,2,2,0,1,0,0,0,25,13.79,4,0,29,T
80648,1,11,5,4,1,2,2,0,1,0,0,0,27,3.57,1,0,28,T
80649,0,3,5,4,5,5,3,1,0,0,1,0,27,7.14,1,0,28,T
80650,0,4,5,6,5,4,3,3,1,2,2,0,35,18.42,3,0,38,F
80651,4,4,3,1,4,2,3,1,1,1,1,0,25,10.71,1,2,28,T
80660,8,7,9,8,7,3,0,2,0,1,0,0,45,2.22,0,0,45,T
80662,2,13,11,8,6,3,0,1,0,1,1,0,46,4.35,0,0,46,H
80664,5,12,11,7,7,0,0,1,2,0,0,0,45,0.00,0,0,45,F
80665,2,2,3,9,12,5,7,1,0,0,0,0,41,0.00,0,1,42,T
80666,7,6,4,7,4,3,4,3,0,2,0,0,40,5.00,0,0,40,T
80667,3,4,7,7,10,4,2,0,4,0,2,0,43,4.65,0,0,43,T
80668,2,7,7,8,7,3,2,3,1,0,1,0,41,4.76,1,0,42,T
80669,6,6,6,7,10,4,1,1,0,0,1,0,42,2.38,0,0,42,T
80670,5,5,9,9,8,5,2,1,0,0,0,0,44,0.00,0,0,44,T
80671,0,2,3,10,9,2,5,4,1,1,0,0,37,10.00,3,0,40,T
80672,0,5,6,3,10,1,0,4,1,5,0,0,35,21.05,3,0,38,T
80673,0,8,7,11,6,4,3,0,0,0,2,0,41,7.14,1,0,42,T
80675,0,5,6,5,9,1,0,0,0,0,0,0,26,3.45,1,2,29,H
80677,4,3,5,3,3,1,6,11,1,1,1,0,39,17.78,6,0,45,T
80678,1,5,1,5,4,5,3,5,2,3,5,1,40,29.55,4,0,44,T
80679,1,4,1,2,3,4,3,2,0,0,0,0,20,13.04,3,0,23,T
80680,4,4,2,6,8,5,6,4,1,1,1,0,42,11.11,3,0,45,T
80681,3,13,4,12,30,5,5,18,7,2,5,0,104,15.65,11,0,115,F
80682,0,5,4,0,5,6,5,2,5,0,5,0,37,27.27,7,0,44,T
80683,5,5,0,6,12,0,4,3,2,0,1,0,38,7.50,2,0,40,T
80685,5,9,0,1,10,1,1,3,0,0,2,0,32,23.08,7,0,39,T
80692,8,7,3,3,2,6,2,1,1,3,0,0,36,8.11,0,1,37,T
80693,6,14,8,2,1,1,2,1,0,0,1,0,36,5.26,1,1,38,T
80694,21,12,7,4,6,1,1,1,1,0,1,0,55,1.79,0,1,56,F
80695,2,4,5,5,5,2,3,1,1,1,0,0,29,3.45,0,0,29,T
80698,1,9,8,5,4,5,7,10,1,0,0,0,50,1.92,1,1,52,F
80700,1,5,6,9,2,2,1,0,0,0,0,0,26,0.00,0,0,26,T
80701,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,10,10,F
80707,1,8,4,5,6,4,2,6,0,5,0,0,41,18.18,3,0,44,T
80708,0,3,5,4,11,4,2,13,3,0,0,0,45,0.00,0,0,45,T
80709,3,6,10,2,5,0,0,0,0,0,0,0,26,3.70,1,0,27,T
80710,0,60,59,26,29,9,4,6,4,1,1,0,199,1.50,1,0,200,T
80711,7,16,4,4,5,2,2,2,0,1,0,0,43,6.67,2,0,45,T
80712,15,22,4,2,2,0,0,0,0,0,0,0,45,0.00,0,0,45,T
80713,1,2,5,8,9,4,2,7,3,3,1,0,45,8.89,0,0,45,T
